Fiscal Year,Service Level (or State Project),State,Location Identifier,Airport Name,Grant Sequence Number,AIP Federal Funds, Work Description,Hub Type,,,
2009,P,CA,SFO,San Francisco International,43,"$8,659,870 ","Improve Airport Drainage , Rehabilitate Runway  - 10L/28R, Rehabilitate Runway Lighting  - 10R/28L",L,,,
2009,P,CA,SFO,San Francisco International,48,"$9,000,000 ",Rehabilitate Runway - 01R/19L,L,,,
2009,P,CO,DEN,Denver International,54,"$242,000 ",Acquire Interactive Training System,L,,,
2009,P,CO,DEN,Denver International,57,"$993,478 ",Install Runway Incursion Caution Bars,L,,,
2009,P,CO,DEN,Denver International,52,"$2,000,000 ",Expand Apron,L,,,
2009,P,CO,DEN,Denver International,53,"$2,228,839 ",Install Runway Incursion Caution Bars,L,,,
2009,P,CO,DEN,Denver International,59,"$2,688,798 ",Widen Taxiway,L,,,
2009,P,CO,DEN,Denver International,60,"$3,141,623 ",Rehabilitate Runway - 07/25,L,,,
2009,P,CO,DEN,Denver International,58,"$3,434,827 ","Rehabilitate Runway - 17L/35R, Rehabilitate Taxiway",L,,,
2009,P,CO,DEN,Denver International,56,"$4,489,921 ",Rehabilitate Apron,L,,,
2009,P,CO,DEN,Denver International,55,"$7,000,000 ",Rehabilitate Runway - 17L/35R,L,,,
2009,P,DC,DCA,Ronald Reagan Washington National,24,"$6,157,422 ",Rehabilitate Taxiway,L,,,
2009,P,DC,IAD,Washington Dulles International,42,"$1,600,000 ",Rehabilitate Taxiway,L,,,
2009,P,DC,IAD,Washington Dulles International,40,"$3,798,520 ",Construct Runway  - Plan-1,L,,,
2009,P,DC,IAD,Washington Dulles International,41,"$5,119,905 ",Rehabilitate Runway  - 01C/19C,L,,,
2009,P,DC,IAD,Washington Dulles International,39,"$14,991,404 ",Rehabilitate Runway - 01C/19C,L,,,
2009,P,DC,IAD,Washington Dulles International,38,"$22,863,894 ",Construct Runway  - Plan-1,L,,,
2009,P,FL,FLL,Fort Lauderdale/Hollywood International,61,"$202,712 ",Rehabilitate Runway  - 13/31,L,,,
2009,P,FL,FLL,Fort Lauderdale/Hollywood International,59,"$2,257,628 ","Acquire Aircraft Rescue & Fire Fighting Vehicle , Rehabilitate Runway  - 13/31",L,,,
2009,P,FL,FLL,Fort Lauderdale/Hollywood International,62,"$5,547,653 ",Extend Runway  - 09R/27L,L,,,
2009,P,FL,FLL,Fort Lauderdale/Hollywood International,60,"$5,696,339 ",Rehabilitate Apron,L,,,
2009,P,FL,MIA,Miami International,59,"$8,124,685 ",Rehabilitate Runway - 08R/26L,L,,,
2009,P,FL,MIA,Miami International,61,"$8,936,690 ","Rehabilitate Runway  - 08R/26L, Rehabilitate Taxiway",L,,,
2009,P,FL,MIA,Miami International,57,"$10,110,000 ",Construct Runway  - 08L/26R,L,,,
2009,P,FL,MCO,Orlando International,108,"$1,127,700 ",Rehabilitate Terminal Building,L,,,
2009,P,FL,MCO,Orlando International,104,"$1,946,868 ",Construct Runway  - 17L/35R,L,,,
2009,P,FL,MCO,Orlando International,107,"$2,833,132 ",Construct Runway - 17L/35R,L,,,
2009,P,FL,MCO,Orlando International,109,"$4,685,879 ","Rehabilitate Taxiway , Rehabilitate Taxiway",L,,,
2009,P,FL,MCO,Orlando International,106,"$5,134,204 ",Rehabilitate Taxiway,L,,,
2009,P,FL,MCO,Orlando International,105,"$6,463,381 ",Rehabilitate Taxiway,L,,,
2009,P,FL,TPA,Tampa International,50,"$1,528,849 ",Construct Terminal Building,L,,,
2009,P,FL,TPA,Tampa International,53,"$1,650,373 ",Rehabilitate Runway - 18L/36R,L,,,
2009,P,FL,TPA,Tampa International,52,"$2,921,751 ","Construct Terminal Building , Rehabilitate Apron",L,,,
2009,P,FL,TPA,Tampa International,51,"$8,000,000 ",Rehabilitate Taxiway,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,92,"$656,421 ",Collect airport data for Airports Geographic Information System,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,89,"$2,818,737 ",Construct Apron,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,87,"$6,708,300 ",Construct Runway - Plan-1,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,86,"$7,000,000 ",Construct Taxiway,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,91,"$7,659,130 ",Construct Apron,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,88,"$10,000,000 ",Extend Runway - 10/28,L,,,
2009,P,GA,ATL,Hartsfield - Jackson Atlanta International,90,"$13,977,695 ",Construct Apron,L,,,
2009,P,IL,MDW,Chicago Midway International,77,"$1,339,000 ","Construct Taxiway , Rehabilitate Taxiway",L,,,
2009,P,IL,ORD,Chicago O'Hare International,108,"$143,380 ",Conduct Miscellaneous Study,L,,,
2009,P,IL,ORD,Chicago O'Hare International,107,"$250,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2009,P,IL,ORD,Chicago O'Hare International,106,"$350,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2009,P,IL,ORD,Chicago O'Hare International,109,"$800,000 ",Conduct Miscellaneous Study,L,,,
2009,P,IL,ORD,Chicago O'Hare International,102,"$1,596,413 ",Rehabilitate Runway  - 10/28,L,,,
2009,P,IL,ORD,Chicago O'Hare International,103,"$4,389,963 ",Construct Runway - 09L/27R,L,,,
2009,P,IL,ORD,Chicago O'Hare International,104,"$5,000,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2009,P,IL,ORD,Chicago O'Hare International,101,"$12,294,387 ",Rehabilitate Runway - 10/28,L,,,
2009,P,IL,ORD,Chicago O'Hare International,100,"$18,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2009,P,IL,ORD,Chicago O'Hare International,99,"$22,110,037 ","Construct Runway  - 09L/27R, Extend Runway - 10/28",L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,67,"$72,036 ",Extend Runway - 09/27,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,69,"$117,164 ",Extend Runway  - 09/27,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,71,"$493,448 ",Rehabilitate Aircraft Rescue & Fire Fighting Building,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,66,"$873,074 ",Expand Terminal Building,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,72,"$1,500,000 ",Rehabilitate Apron,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,68,"$1,816,444 ",Expand Terminal Building,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,70,"$2,161,225 ",VALE Infrastructure,L,,,
2009,P,KY,CVG,Cincinnati/Northern Kentucky International,65,"$6,000,000 ",Construct Runway,L,,,
2009,P,MA,BOS,General Edward Lawrence Logan International,99,"$1,261,095 ",Install Taxiway Lighting,L,,,
2009,P,MA,BOS,General Edward Lawrence Logan International,98,"$3,358,664 ",Construct Runway  - 14/32,L,,,
2009,P,MA,BOS,General Edward Lawrence Logan International,96,"$7,662,270 ",Construct Runway - 14/32,L,,,
2009,P,MA,BOS,General Edward Lawrence Logan International,97,"$13,498,547 ",Rehabilitate Runway - 09/27,L,,,
2009,P,MD,BWI,Baltimore/Washington International Thurgood Marshal,82,"$980,293 ",Improve Terminal Building,L,,,
2009,P,MD,BWI,Baltimore/Washington International Thurgood Marshal,84,"$3,276,062 ",Rehabilitate Apron,L,,,
2009,P,MD,BWI,Baltimore/Washington International Thurgood Marshal,83,"$15,000,000 ",Rehabilitate Apron,L,,,
2009,P,MI,DTW,Detroit Metropolitan Wayne County,96,"$1,136,250 ",Rehabilitate Runway  - 04R/22L,L,,,
2009,P,MI,DTW,Detroit Metropolitan Wayne County,91,"$1,889,237 ",Construct Deicing Containment Facility,L,,,
2009,P,MI,DTW,Detroit Metropolitan Wayne County,95,"$2,722,016 ",Rehabilitate Runway - 09L/27R,L,,,
2009,P,MI,DTW,Detroit Metropolitan Wayne County,93,"$13,746,583 ","Rehabilitate Runway - 03L/21R, Rehabilitate Taxiway",L,,,
2009,P,MI,DTW,Detroit Metropolitan Wayne County,92,"$15,000,000 ",Rehabilitate Runway - 09L/27R,L,,,
2009,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,99,"$736,996 ",Rehabilitate Runway  - 12L/30R,L,,,
2009,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,96,"$1,966,194 ",Rehabilitate Taxiway,L,,,
2009,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,98,"$3,242,870 ","Rehabilitate Taxiway, Rehabilitate Taxiway",L,,,
2009,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,95,"$5,000,000 ",Construct Runway - 17/35,L,,,
2009,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,97,"$7,966,144 ",Rehabilitate Runway - 12L/30R,L,,,
2009,P,MO,STL,Lambert-St Louis International,120,"$539,020 ",Rehabilitate Taxiway,M,,,
2009,P,MO,STL,Lambert-St Louis International,122,"$1,125,000 ",Conduct Environmental Study,M,,,
2009,P,MO,STL,Lambert-St Louis International,121,"$1,926,222 ",Construct Runway - Plan-1,M,,,
2009,P,MO,STL,Lambert-St Louis International,115,"$2,016,213 ",Rehabilitate Taxiway,M,,,
2009,P,MO,STL,Lambert-St Louis International,119,"$3,724,835 ",Rehabilitate Taxiway,M,,,
2009,P,MO,STL,Lambert-St Louis International,123,"$4,905,820 ",Rehabilitate Taxiway,M,,,
2009,P,MO,STL,Lambert-St Louis International,118,"$6,734,144 ",Rehabilitate Taxiway,M,,,
2009,P,MO,STL,Lambert-St Louis International,116,"$13,445,883 ",Construct Runway - Plan-1,M,,,
2009,P,NC,CLT,Charlotte/Douglas International,60,"$562,500 ",Extend Taxiway,L,,,
2009,P,NC,CLT,Charlotte/Douglas International,59,"$6,905,070 ",Construct Runway  - 18R/36L,L,,,
2009,P,NC,CLT,Charlotte/Douglas International,58,"$14,340,842 ",Construct Runway  - 18R/36L,L,,,
2009,P,NJ,EWR,Newark Liberty International,123,"$212,398 ",Wildlife Hazard Assessments,L,,,
2009,P,NJ,EWR,Newark Liberty International,121,"$2,772,604 ",Rehabilitate Taxiway,L,,,
2009,P,NJ,EWR,Newark Liberty International,122,"$5,428,392 ",Rehabilitate Runway  - 11/29,L,,,
2009,P,NV,LAS,McCarran International,71,"$70,000 ",Wildlife Hazard Assessments,L,,,
2009,P,NV,LAS,McCarran International,68,"$2,074,974 ",Expand Apron,L,,,
2009,P,NV,LAS,McCarran International,72,"$4,112,116 ",Rehabilitate Apron,L,,,
2009,P,NV,LAS,McCarran International,69,"$4,223,932 ",Expand Apron,L,,,
2009,P,NV,LAS,McCarran International,70,"$8,902,500 ",Rehabilitate Taxiway,L,,,
2009,P,NY,JFK,John F Kennedy International,168,"$71,381 ",Wildlife Hazard Assessments,L,,,
2009,P,NY,JFK,John F Kennedy International,163,"$1,124,255 ",Extend Taxiway,L,,,
2009,P,NY,JFK,John F Kennedy International,164,"$2,422,509 ",Rehabilitate Taxiway,L,,,
2009,P,NY,JFK,John F Kennedy International,165,"$2,430,000 ",Security Enhancements,L,,,
2009,P,NY,JFK,John F Kennedy International,167,"$6,910,152 ",Rehabilitate Taxiway,L,,,
2009,P,NY,JFK,John F Kennedy International,162,"$11,900,000 ",Construct Taxiway,L,,,
2009,P,NY,JFK,John F Kennedy International,166,"$14,999,024 ",Rehabilitate Runway - 13R/31L,L,,,
2009,P,NY,LGA,La Guardia,131,"$53,650 ",Wildlife Hazard Assessments,L,,,
2009,P,NY,LGA,La Guardia,128,"$1,262,767 ",Security Enhancements,L,,,
2009,P,NY,LGA,La Guardia,130,"$1,531,011 ",Noise Mitigation Measures for Public Buildings,L,,,
2009,P,NY,LGA,La Guardia,129,"$2,627,206 ",Security Enhancements,L,,,
2009,P,OR,PDX,Portland International,59,"$1,237,217 ",Extend Runway  - 10L/28R,M,,,
2009,P,OR,PDX,Portland International,60,"$7,000,000 ",Rehabilitate Taxiway,M,,,
2009,P,OR,PDX,Portland International,61,"$19,991,471 ","Extend Runway - 10L/28R, Rehabilitate Runway - 10L/28R",M,,,
2009,P,PA,PHL,Philadelphia International,88,"$1,394,493 ",Rehabilitate Apron,L,,,
2009,P,PA,PHL,Philadelphia International,89,"$2,973,718 ",VALE Infrastructure,L,,,
2009,P,PA,PHL,Philadelphia International,90,"$5,724,694 ",Rehabilitate Runway  - 09R/27L,L,,,
2009,P,PA,PHL,Philadelphia International,93,"$7,396,867 ",VALE Infrastructure,L,,,
2009,P,PA,PHL,Philadelphia International,92,"$7,700,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2009,P,PA,PHL,Philadelphia International,91,"$8,487,359 ",Rehabilitate Runway  - 09R/27L,L,,,
2009,P,TX,DFW,Dallas/Fort Worth International,92,"$1,200,000 ",Collect airport data for Airports Geographic Information System,L,,,
2009,P,TX,DFW,Dallas/Fort Worth International,88,"$5,292,000 ",Extend Runway  - 17C/35C,L,,,
2009,P,TX,DFW,Dallas/Fort Worth International,91,"$7,369,600 ","Rehabilitate Runway  - 13L/31R, Rehabilitate Runway - 13L/31R",L,,,
2009,P,TX,DFW,Dallas/Fort Worth International,89,"$9,213,039 ","Acquire Aircraft Rescue & Fire Fighting Safety Equipment , Acquire Equipment, Conduct Miscellaneous Study, Rehabilitate Apron, Rehabilitate Runway - 18R/36L, Rehabilitate Runway Lighting - 17R/35L",L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,82,"$100,000 ",Wildlife Hazard Assessments,L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,78,"$2,524,238 ",Conduct Environmental Study,L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,81,"$8,800,000 ",VALE Infrastructure,L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,80,"$10,000,000 ",Rehabilitate Runway - 08R/26L,L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,79,"$12,304,289 ",Construct Taxiway,L,,,
2009,P,TX,IAH,George Bush Intercontinental/Houston,76,"$22,750,000 ",Construct Runway - 08L/26R,L,,,
2009,P,UT,SLC,Salt Lake City International,91,"$1,403,851 ",Rehabilitate Taxiway,L,,,
2009,P,UT,SLC,Salt Lake City International,93,"$1,914,296 ",Rehabilitate Taxiway,L,,,
2009,P,UT,SLC,Salt Lake City International,94,"$7,809,035 ",Construct Taxiway,L,,,
2009,P,UT,SLC,Salt Lake City International,92,"$8,930,651 ",Construct Taxiway,L,,,
2009,P,WA,SEA,Seattle-Tacoma International,119,"$2,000,000 ",Conduct Noise Compatibility Plan Study,L,,,
2009,P,WA,SEA,Seattle-Tacoma International,118,"$3,793,013 ",Construct Runway  - Plan-1,L,,,
2009,P,WA,SEA,Seattle-Tacoma International,116,"$11,662,255 ",Acquire Land for Noise Compatibility within 70 - 74 DNL,L,,,
2009,P,WA,SEA,Seattle-Tacoma International,115,"$15,585,650 ",Construct Runway  - Plan-1,L,,,
2009,P,WA,SEA,Seattle-Tacoma International,117,"$18,014,732 ",Rehabilitate Runway - 16L/34R,L,,,
2010,P,AZ,PHX,Phoenix Sky Harbor International,68,"$3,134,250 ",Construct Taxiway,L,,,
2010,P,AZ,PHX,Phoenix Sky Harbor International,69,"$11,228,933 ",Improve Runway Safety Area - 07R/25L,L,,,
2010,P,CA,LAX,Los Angeles International,61,"$8,167,975 ",Construct Taxiway,L,,,
2010,P,CA,LAX,Los Angeles International,60,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,CA,LAX,Los Angeles International,62,"$15,780,201 ",Construct Taxiway,L,,,
2010,P,CA,LAX,Los Angeles International,63,"$24,651,107 ",Construct Taxiway,L,,,
2010,P,CA,OAK,Metropolitan Oakland International,56,"$726,922 ","Collect airport data for Airports Geographic Information System, Update Airport Master Plan Study",M,,,
2010,P,CA,OAK,Metropolitan Oakland International,57,"$805,900 ",Conduct Environmental Study,M,,,
2010,P,CA,OAK,Metropolitan Oakland International,54,"$1,180,644 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,M,,,
2010,P,CA,OAK,Metropolitan Oakland International,53,"$2,507,453 ",VALE Infrastructure,M,,,
2010,P,CA,OAK,Metropolitan Oakland International,55,"$4,259,424 ","Rehabilitate Apron, Rehabilitate Taxiway",M,,,
2010,P,CA,OAK,Metropolitan Oakland International,51,"$5,251,428 ",Rehabilitate Apron,M,,,
2010,P,CA,SAN,San Diego International,62,"$1,599,969 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,CA,SAN,San Diego International,63,"$8,400,031 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,CA,SAN,San Diego International,60,"$9,821,551 ",Construct Apron,L,,,
2010,P,CA,SAN,San Diego International,61,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,CA,SFO,San Francisco International,51,"$600,000 ","Conduct Miscellaneous Study , Rehabilitate Apron , Rehabilitate Taxiway",L,,,
2010,P,CA,SFO,San Francisco International,54,"$1,300,000 ",Collect airport data for Airports Geographic Information System,L,,,
2010,P,CA,SFO,San Francisco International,50,"$1,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,CA,SFO,San Francisco International,55,"$1,500,000 ",Conduct Environmental Study,L,,,
2010,P,CA,SFO,San Francisco International,53,"$4,760,000 ",Rehabilitate Apron,L,,,
2010,P,CO,DEN,Denver International,68,"$600,000 ",Identify the airport's environmental footprint,L,,,
2010,P,CO,DEN,Denver International,66,"$1,325,000 ",Collect airport data for Airports Geographic Information System,L,,,
2010,P,CO,DEN,Denver International,62,"$1,415,250 ",Construct Deicing Containment Facility,L,,,
2010,P,CO,DEN,Denver International,61,"$1,609,750 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,L,,,
2010,P,CO,DEN,Denver International,63,"$2,234,034 ","Rehabilitate Apron, Rehabilitate Taxiway",L,,,
2010,P,CO,DEN,Denver International,67,"$2,279,439 ",Rehabilitate Taxiway,L,,,
2010,P,CO,DEN,Denver International,65,"$3,000,000 ",Widen Runway - 07/25,L,,,
2010,P,CO,DEN,Denver International,69,"$3,414,728 ",Rehabilitate Runway - 08/26,L,,,
2010,P,CO,DEN,Denver International,64,"$7,000,000 ",Expand Apron,L,,,
2010,P,DC,DCA,Ronald Reagan Washington National,26,"$4,333,723 ",Improve Runway Safety Area  - 01/19,L,,,
2010,P,DC,DCA,Ronald Reagan Washington National,25,"$10,050,000 ",Improve Runway Safety Area  - 01/19,L,,,
2010,P,DC,IAD,Washington Dulles International,44,"$3,127,514 ",Construct Runway  - Plan-1,L,,,
2010,P,DC,IAD,Washington Dulles International,43,"$7,534,900 ",Construct Runway  - Plan-1,L,,,
2010,P,FL,FLL,Fort Lauderdale/Hollywood International,65,"$5,700,000 ",Extend Runway - 09R/27L,L,,,
2010,P,FL,FLL,Fort Lauderdale/Hollywood International,64,"$8,240,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,FL,FLL,Fort Lauderdale/Hollywood International,63,"$8,627,982 ","Construct Taxiway , Install Guidance Signs",L,,,
2010,P,FL,MIA,Miami International,63,"$1,709,337 ",Rehabilitate Taxiway,L,,,
2010,P,FL,MIA,Miami International,62,"$8,540,000 ",Construct Runway  - 08L/26R,L,,,
2010,P,FL,MCO,Orlando International,110,"$5,490,680 ",Rehabilitate Taxiway,L,,,
2010,P,FL,TPA,Tampa International,54,"$2,231,292 ","Rehabilitate Runway  - 18L/36R, Rehabilitate Runway  - 18R/36L, Rehabilitate Taxiway",L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,98,"$373,125 ",Identify the airport's environmental footprint,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,99,"$1,022,305 ",Construct Apron,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,95,"$2,500,000 ",Construct Taxiway,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,97,"$4,359,328 ",Rehabilitate Taxiway,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,94,"$4,819,273 ",Rehabilitate Taxiway,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,93,"$10,000,000 ",Extend Runway - 10/28,L,,,
2010,P,GA,ATL,Hartsfield - Jackson Atlanta International,96,"$10,000,000 ","Noise Mitigation Measures for Public Buildings, Noise Mitigation Measures for Residences within 65 - 69 DNL",L,,,
2010,P,IL,MDW,Chicago Midway International,78,"$7,164,676 ","Construct Taxiway , Rehabilitate Runway  - 13L/31R",L,,,
2010,P,IL,ORD,Chicago O'Hare International,112,"$4,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,IL,ORD,Chicago O'Hare International,111,"$4,500,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2010,P,IL,ORD,Chicago O'Hare International,113,"$10,227,856 ",Rehabilitate Taxiway,L,,,
2010,P,IL,ORD,Chicago O'Hare International,110,"$26,500,000 ","Construct Runway - 09L/27R, Extend Runway  - 10/28",L,,,
2010,P,KY,CVG,Cincinnati/Northern Kentucky International,74,"$98,513 ",Extend Runway  - 09/27,M,,,
2010,P,KY,CVG,Cincinnati/Northern Kentucky International,75,"$2,000,000 ",Construct Runway,M,,,
2010,P,KY,CVG,Cincinnati/Northern Kentucky International,73,"$2,419,650 ",Expand Terminal Building,M,,,
2010,P,KY,CVG,Cincinnati/Northern Kentucky International,76,"$2,493,427 ","Expand Terminal Building , Extend Runway - 09/27",M,,,
2010,P,MA,BOS,General Edward Lawrence Logan International,104,"$1,000,203 ",Rehabilitate Taxiway,L,,,
2010,P,MA,BOS,General Edward Lawrence Logan International,103,"$1,331,315 ",Construct Runway  - 14/32,L,,,
2010,P,MA,BOS,General Edward Lawrence Logan International,105,"$5,974,017 ",VALE Vehicle,L,,,
2010,P,MA,BOS,General Edward Lawrence Logan International,102,"$8,348,935 ",Construct Runway  - 14/32,L,,,
2010,P,MI,DTW,Detroit Metropolitan Wayne County,101,"$932,480 ",Rehabilitate Runway - 09L/27R,L,,,
2010,P,MI,DTW,Detroit Metropolitan Wayne County,100,"$1,822,781 ",Rehabilitate Runway - 09L/27R,L,,,
2010,P,MI,DTW,Detroit Metropolitan Wayne County,97,"$2,839,665 ","Install Guidance Signs, Rehabilitate Runway - 09L/27R",L,,,
2010,P,MI,DTW,Detroit Metropolitan Wayne County,98,"$8,000,000 ","Extend Taxiway, Rehabilitate Taxiway , Rehabilitate Taxiway , Rehabilitate Taxiway",L,,,
2010,P,MI,DTW,Detroit Metropolitan Wayne County,99,"$8,353,065 ",Noise Mitigation Measures,L,,,
2010,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,103,"$953,543 ",Rehabilitate Runway - 12L/30R,L,,,
2010,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,102,"$1,871,115 ",Rehabilitate Runway - 12L/30R,L,,,
2010,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,100,"$2,958,682 ",Rehabilitate Taxiway,L,,,
2010,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,101,"$5,000,000 ",Construct Runway - 17/35,L,,,
2010,P,MO,STL,Lambert-St Louis International,126,"$277,330 ",Rehabilitate Taxiway,M,,,
2010,P,MO,STL,Lambert-St Louis International,127,"$632,086 ",Rehabilitate Taxiway,M,,,
2010,P,MO,STL,Lambert-St Louis International,125,"$817,122 ",Rehabilitate Runway  - 12R/30L,M,,,
2010,P,MO,STL,Lambert-St Louis International,129,"$1,372,974 ",Construct Runway  - Plan-1,M,,,
2010,P,MO,STL,Lambert-St Louis International,124,"$9,923,823 ",Construct Runway - Plan-1,M,,,
2010,P,NC,CLT,Charlotte/Douglas International,63,"$3,434,194 ",Extend Taxiway,L,,,
2010,P,NC,CLT,Charlotte/Douglas International,62,"$5,246,089 ",Construct Runway  - 18R/36L,L,,,
2010,P,NC,CLT,Charlotte/Douglas International,61,"$17,302,493 ",Construct Runway  - 18R/36L,L,,,
2010,P,NJ,EWR,Newark Liberty International,127,"$191,157 ",Identify the airport's environmental footprint,L,,,
2010,P,NJ,EWR,Newark Liberty International,128,"$1,646,515 ",Widen Taxiway,L,,,
2010,P,NJ,EWR,Newark Liberty International,126,"$1,961,100 ",Rehabilitate Taxiway,L,,,
2010,P,NJ,EWR,Newark Liberty International,124,"$4,219,283 ",Rehabilitate Runway  - 11/29,L,,,
2010,P,NJ,EWR,Newark Liberty International,125,"$18,803,594 ",Noise Mitigation Measures for Public Buildings,L,,,
2010,P,NV,LAS,McCarran International,74,"$1,077,019 ",Acquire Land For Approaches,L,,,
2010,P,NV,LAS,McCarran International,75,"$2,812,500 ",Acquire Land For Approaches,L,,,
2010,P,NV,LAS,McCarran International,73,"$11,632,903 ",Rehabilitate Apron,L,,,
2010,P,NY,JFK,John F Kennedy International,170,"$4,361,505 ",Rehabilitate Taxiway,L,,,
2010,P,NY,JFK,John F Kennedy International,171,"$5,310,447 ",Rehabilitate Taxiway,L,,,
2010,P,NY,JFK,John F Kennedy International,169,"$14,800,000 ",Construct Taxiway,L,,,
2010,P,NY,LGA,La Guardia,134,"$1,545,300 ",Security Enhancements,L,,,
2010,P,NY,LGA,La Guardia,132,"$2,824,698 ",Security Enhancements,L,,,
2010,P,OR,PDX,Portland International,62,"$6,689,101 ",Extend Runway - 10L/28R,M,,,
2010,P,OR,PDX,Portland International,63,"$8,279,848 ",Extend Runway - 10L/28R,M,,,
2010,P,PA,PHL,Philadelphia International,96,"$1,033,722 ",VALE Infrastructure,L,,,
2010,P,PA,PHL,Philadelphia International,95,"$2,092,409 ",Rehabilitate Runway  - 09L/27R,L,,,
2010,P,PA,PHL,Philadelphia International,94,"$5,449,600 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,96,"$500,000 ",Safety Management System (SMS) Program,L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,93,"$2,315,000 ",Rehabilitate Runway - 18R/36L,L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,97,"$4,398,584 ","Improve Service Road, Rehabilitate Runway - 17L/35R, Rehabilitate Runway Lighting - 18L/36R, Rehabilitate Taxiway",L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,95,"$4,783,680 ","Improve Service Road, Install Airfield Guidance Signs, Rehabilitate Runway - 17L/35R, Rehabilitate Runway Lighting - 18L/36R, Rehabilitate Taxiway",L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,94,"$6,000,000 ",Extend Runway  - 17C/35C,L,,,
2010,P,TX,DFW,Dallas/Fort Worth International,98,"$17,228,883 ","Construct Aircraft Rescue & Fire Fighting Training Facility, Construct Aircraft Rescue & Fire Fighting Training Facility",L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,88,"$42,135 ",VALE Vehicle,L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,86,"$1,452,985 ",Rehabilitate Taxiway,L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,84,"$2,501,123 ",Rehabilitate Runway - 08R/26L,L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,83,"$3,878,982 ",Construct Taxiway,L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,85,"$8,739,315 ",Construct Runway - 08L/26R,L,,,
2010,P,TX,IAH,George Bush Intercontinental/Houston,87,"$15,708,243 ",Rehabilitate Taxiway,L,,,
2010,P,UT,SLC,Salt Lake City International,95,"$11,066,676 ",Construct Apron,L,,,
2010,P,WA,SEA,Seattle-Tacoma International,122,"$500,000 ",Safety Management System (SMS) Program,L,,,
